title,date_published,author,comments_count
"ZUK Edge стал одним из самых компактных 5,5-дюймовых смартфонов",2016-12-20T10:23:00+00:00,Wadym72,125
DICE раскрывает подробности о первом дополнении к Battlefield 1,2016-12-20T10:20:15+00:00,Oleg Prince,23
Браслет ANKKORO способен проецировать эмоции геймеров на игровой процесс,2016-12-20T10:00:00+00:00,Scar1989,23
Самое маленькое радио в мире создали с помощью дефектов алмазов,2016-12-20T09:00:00+00:00,Scar1989,36
"Инсайды #808: Xiaomi Mi6, Gionee M2017, Samsung Galaxy Note 8 и Nokia P",2016-12-20T08:30:00+00:00,Ekzer,92
Обзор Lenovo Y900: нестарая ещё гвардия,2016-12-20T08:05:00+00:00,News,80
Смарт-кружка Muggino способна поддерживать нужную температуру,2016-12-20T08:00:00+00:00,Wadym72,34
Deeper — новые возможности на зимней рыбалке,2016-12-20T07:00:00+00:00,News,32
Блокнот The Everlast Notebook можно использовать бесчисленное множество раз,2016-12-20T06:50:00+00:00,Wadym72,51
LeEco Le Pro3 доступен со скидкой и подарками,2016-12-20T06:05:00+00:00,Wadym72,74
Пилотируемый робот METHOD-1 научился делать первые шаги,2016-12-20T06:00:00+00:00,Scar1989,85
В HDMI 2.0b существенно увеличена скорость передачи данных,2016-12-20T05:30:00+00:00,Scar1989,72
DARPA займётся разработкой системы связи для водолазов и шахтёров ,2016-12-20T05:00:00+00:00,Sleepp,19
"Инсайды #807: iPhone 8, Blackview P2, BlackBerry DTEK70, Samsung Galaxy S8 ",2016-12-19T19:25:00+00:00,Ekzer,166
"Вся геймерская рать: видеокарты GTX 1050, 1060, 1070 и 1080 в сравнении",2016-12-19T19:00:00+00:00,News,194
Владельцы Google Pixel жалуются на искажение звука при высокой громкости,2016-12-19T18:00:00+00:00,Ekzer,120
Энтузиаст скрестил Xiaomi Mi Mix и iPhone 6S Plus,2016-12-19T17:00:00+00:00,Sleepp,140
Meizu M5 Note проверили на ремонтопригодность,2016-12-19T16:00:00+00:00,Wadym72,83
Обзор Elephone S7: всё как надо и немного шика ,2016-12-19T15:20:00+00:00,News,91
Первые покупатели LeEco Le Pro3 получат подарки,2016-12-19T14:50:11+00:00,Wadym72,99
Ulefone дарит скидки и подарки к Новому году,2016-12-19T14:24:16+00:00,Natalia Rafalskaya,20
Пародийная Retro City Rampage теперь доступна и на Android,2016-12-19T14:21:08+00:00,Oleg Prince,32
"8848 выпускает смартфон, украшенный золотым драконом",2016-12-19T14:18:06+00:00,Wadym72,73
"Doogee Y6 Max получил 6,5-дюймовый 3D-экран",2016-12-19T13:54:22+00:00,Wadym72,47
Super Mario Run принесла своим создателям 5 миллионов долларов в первый день выхода,2016-12-19T13:52:00+00:00,Oleg Prince,74
Highscreen Power Ice Max оснастили аккумулятором на 4000 мАч и модулем LTE,2016-12-19T13:51:59+00:00,Natalia Rafalskaya,172
Защищённый Geotel A1 работает на Android 7.0 Nougat,2016-12-19T12:25:00+00:00,Scar1989,32
Атмосферный платформер Ocmo даст почувствовать себя осьминогом,2016-12-19T11:45:39+00:00,Oleg Prince,15
Обзор новинок и обновлений программ для Android (12 декабря - 18 декабря 2016),2016-12-19T11:27:50+00:00,vadeus,6
Samsung Notebook 9 стал самым лёгким ноутбуком на рынке,2016-12-19T11:10:00+00:00,Scar1989,121
LG G Pad III 10.1 оснащён откидной подставкой ,2016-12-19T10:57:00+00:00,Wadym72,66
Выбор есть: аксессуары для Apple MacBook,2016-12-19T10:50:00+00:00,Ekzer,28
Автосимулятор Forza Motorsport 6 помог фотографу в его работе,2016-12-19T10:37:52+00:00,Oleg Prince,41
Яндекс.Навигатор поможет водителям сориентироваться на сложной развязке,2016-12-19T10:27:00+00:00,Ekzer,79
UMi Z стал первым в мире смартфоном на базе процессора Helio X27,2016-12-19T10:24:00+00:00,Wadym72,72
Пугающая демо-версия Resident Evil 7 появилась в Steam,2016-12-19T10:15:44+00:00,Oleg Prince,76
Карты Google облегчат жизнь людей в инвалидных колясках,2016-12-19T10:00:00+00:00,Wadym72,18
OneDrive для iOS научился выполнять функции Office Lens,2016-12-19T09:00:00+00:00,Котейко,7
"В Gmail появилась интеграция с Docs, Sheets и Slides",2016-12-19T08:00:00+00:00,Wadym72,20
Для Sony Theme Creator вышло новогоднее обновление,2016-12-19T07:00:00+00:00,Котейко,26
В WhatsApp можно будет редактировать сообщения,2016-12-19T06:00:00+00:00,Wadym72,122
Google Search ждёт обновление с полезными функциями,2016-12-19T05:00:00+00:00,Ekzer,33
Pokemon GO выйдет на Apple Watch совсем скоро,2016-12-18T16:30:00+00:00,Wadym72,72
Xiaomi Mi Notebook Air появится в версии с поддержкой 4G,2016-12-18T16:15:00+00:00,Wadym72,146
Продажи ноутбуков резко выросли,2016-12-18T16:00:00+00:00,Wadym72,127
Раш на «B»: история российского киберспорта,2016-12-18T12:30:00+00:00,News,62
Что купить для Xiaomi Redmi Note 3,2016-12-18T12:10:00+00:00,Ekzer,123
Samsung расширит возможности сканера отпечатков пальцев в своих смартфонах,2016-12-18T11:00:00+00:00,Wadym72,74
Xiaomi Mi Band 2 научился следить за тренировками внутри помещений,2016-12-18T10:45:00+00:00,Wadym72,82
Chrooma Keyboard будет использовать нейронную сеть,2016-12-18T10:30:00+00:00,Котейко,43
Microsoft Marco сделает голосовые ассистенты умнее,2016-12-18T10:15:00+00:00,Ekzer,28
Команда TWRP выпустила приложение для установки обновлений Recovery,2016-12-18T10:00:00+00:00,Котейко,60
Камера Microsoft Pix получила новогоднее обновление,2016-12-18T09:45:00+00:00,Wadym72,14
Владельцы OnePlus 3T могут неофициально обновиться до Android Nougat,2016-12-18T09:30:00+00:00,Ekzer,51
В фоторедактор Snapseed для Android вернули инструмент &quot;Перспектива&quot;,2016-12-18T09:15:00+00:00,Wadym72,29
Лучшие смартфоны 2016 года,2016-12-18T09:00:00+00:00,News,376
Смартфоны до $100 в качестве подарка на Новый год,2016-12-18T08:00:00+00:00,Wadym72,151
В Microsoft Edge станет проще покупать товары через Интернет,2016-12-17T17:15:00+00:00,Wadym72,80
"LG будет поставлять гибкие дисплеи для Apple, Microsoft и Google",2016-12-17T17:00:00+00:00,Ekzer,103
Новый iPhone может получить поддержку Apple Pencil,2016-12-17T16:45:00+00:00,Wadym72,115
Google Play заполонили клоны Super Mario Run ,2016-12-17T16:30:00+00:00,Wadym72,107
Apple возьмётся за повышение автономности своих устройств,2016-12-17T16:15:00+00:00,Wadym72,162
Lenovo выпустит новый смартфон Project Tango в 2017 году,2016-12-17T16:00:00+00:00,News,17
Первая VR-игра от NVIDIA получила зимнее обновление и появилась в Oculus Store,2016-12-17T15:56:00+00:00,Ekzer,3
Мини-колонка Monster SuperStar HotShot Bluetooth проработает 5 часов на одном заряде,2016-12-17T15:55:31+00:00,Ekzer,20
HIPER представляет внешние аккумуляторы в форме матрёшек и другие новинки,2016-12-17T15:48:15+00:00,Котейко,46
Wargaming и 1С Game Studios анонсировали MMO-экшен про российский спецназ,2016-12-17T15:27:52+00:00,Ekzer,81
Samsung Gear S3 дебютировали в России,2016-12-17T15:23:43+00:00,Котейко,93
"Главные игры недели: три вида транспорта, блокбастер года и немного экологии",2016-12-17T12:30:00+00:00,News,24
"Сделано в Китае #48: самокат и золотые зайцы от Xiaomi, афера по-китайски и другие новости",2016-12-17T12:05:00+00:00,Wadym72,50
Shadow Quest: Heroes Story — увлекательный микс RPG и карточной стратегии,2016-12-17T12:00:00+00:00,FB-king,14
Что подарить на Новый год: 14 идей для Деда Мороза,2016-12-17T11:00:00+00:00,News,62
Искусственный интеллект поможет создать более безопасные аккумуляторы,2016-12-17T10:45:00+00:00,Ekzer,65
AmpMe позволяет синхронизировать Bluetooth-колонки от разных производителей,2016-12-17T10:30:00+00:00,Ekzer,26
